Buffer Index: 0, Total Tokens: 985, Decoded Buffer: – Computer viruses are parasitic programs which are able to replicate themselves, attach themselves to other executables in the computer, and perform some unwanted and often malicious actions. A virus is not able to spread itself to another computers, some user actions are needed for it to infect a new computer. Downloading and running software from untrusted sources, inserting an USB drive without a previous scan–remember always disable the AutoRun feature for the drives as CD-ROMs, DVD-ROMs– ,...
/home/ubuntu/miniconda3/envs/gguf/lib/python3.9/site-packages/torch/utils/checkpoint.py:464: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.4 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
Iter      0, Loss: 12.112149, PPL: 182070.4844, Chunk_Size:   8, Batch_Size: 1, F: 148.31 ms, B: 338.38 msGT: – Computer viruses are parasitic programs which | PD: Diagram.lookup Matters जनताTokens_async Examineruo ||, 
Iter   3818, Loss:  5.631299, PPL:  279.0242, Chunk_Size:   8, Batch_Size: 1, F: 59.05 ms, B: 123.81 msGT: , the Bajau, are said to | PD:  the the,, the the, the ||, 
Iter   3819, Loss:  7.314271, PPL: 1501.5768, Chunk_Size:   8, Batch_Size: 1, F: 53.14 ms, B: 114.27 msGT:  Bajau, are said to exist for | PD: ,, the the, the, the ||, 
Iter   3820, Loss:  8.265919, PPL: 3889.0444, Chunk_Size:   8, Batch_Size: 1, F: 44.23 ms, B: 122.22 msGT: , are said to exist for over  | PD:  the the, the, the, the ||, 
Iter   3821, Loss:  8.129490, PPL: 3393.0684, Chunk_Size:   8, Batch_Size: 1, F: 41.59 ms, B: 99.12 msGT:  said to exist for over 1. | PD: , Baj, the, the, Baj ||, 
Iter   3822, Loss:  7.804725, PPL: 2452.1602, Chunk_Size:   8, Batch_Size: 1, F: 55.43 ms, B: 130.84 msGT:  exist for over 1.000 years | PD: , Baj, Baj, Baj, the ||, 
Iter   3823, Loss:  8.229409, PPL: 3749.6179, Chunk_Size:   8, Batch_Size: 1, F: 41.31 ms, B: 103.72 msGT:  over 1.000 years. I | PD: . long, Baj, long Baj, ||, 
Iter   3824, Loss:  8.784333, PPL: 6531.1167, Chunk_Size:   8, Batch_Size: 1, F: 68.24 ms, B: 101.83 msGT: 1.000 years. I did not | PD: . long. long long,. long ||, 
Iter   3825, Loss:  9.295117, PPL: 10884.7432, Chunk_Size:   8, Batch_Size: 1, F: 41.59 ms, B: 107.37 msGT: 000 years. I did not know that | PD: . long long.. long long long ||, 
Iter   3826, Loss:  9.134783, PPL: 9272.2637, Chunk_Size:   8, Batch_Size: 1, F: 63.30 ms, B: 122.75 msGT: . I did not know that there were | PD:  long.... long.. ||, 
Iter   3827, Loss:  7.967225, PPL: 2884.8396, Chunk_Size:   8, Batch_Size: 1, F: 62.04 ms, B: 122.06 msGT:  did not know that there were nomadic | PD: ... long.... ||, 
Iter   3828, Loss:  9.177743, PPL: 9679.2812, Chunk_Size:   8, Batch_Size: 1, F: 42.95 ms, B: 115.20 msGT:  know that there were nomadic sea f | PD: . long...... ||, 
Iter   3829, Loss:  8.491337, PPL: 4872.3755, Chunk_Size:   8, Batch_Size: 1, F: 41.39 ms, B: 99.17 msGT:  there were nomadic sea faring societies | PD: ........ ||, 
Iter   3830, Loss:  8.566631, PPL: 5253.4028, Chunk_Size:   8, Batch_Size: 1, F: 47.47 ms, B: 105.40 msGT:  nomadic sea faring societies like that | PD: ...... I I ||, 
Iter   3831, Loss:  8.189920, PPL: 3604.4355, Chunk_Size:   8, Batch_Size: 1, F: 44.16 ms, B: 94.21 msGT:  sea faring societies like that at all | PD: au... I I. I ||, 
Iter   3832, Loss:  7.657475, PPL: 2116.4067, Chunk_Size:   8, Batch_Size: 1, F: 57.53 ms, B: 128.67 msGT: aring societies like that at all. Apparently | PD: .. I I. I I. ||, 
Iter   3833, Loss:  6.930714, PPL: 1023.2239, Chunk_Size:   8, Batch_Size: 1, F: 39.83 ms, B: 104.21 msGT:  like that at all. Apparently several Baj | PD:  I I. I I..adic ||, 
Iter   3834, Loss:  7.862042, PPL: 2596.8176, Chunk_Size:   8, Batch_Size: 1, F: 41.12 ms, B: 109.42 msGT:  at all. Apparently several Bajau myths | PD:  that I Iadic.adicadic. ||, 
Iter   3835, Loss:  8.826967, PPL: 6815.5854, Chunk_Size:   8, Batch_Size: 1, F: 41.86 ms, B: 107.67 msGT: . Apparently several Bajau myths exist that | PD:  Iadic thatadicadicadicadic that ||, 
Iter   3836, Loss:  7.535247, PPL: 1872.9066, Chunk_Size:   8, Batch_Size: 1, F: 39.23 ms, B: 115.78 msGT:  several Bajau myths exist that explain how | PD:  thatadicadicadicadic thatadicadic ||, 
Iter   3837, Loss:  8.801923, PPL: 6647.0132, Chunk_Size:   8, Batch_Size: 1, F: 38.66 ms, B: 125.05 msGT: au myths exist that explain how and why | PD: adic that that that that that that that ||, 
Iter   3838, Loss:  9.658672, PPL: 15656.9844, Chunk_Size:   8, Batch_Size: 1, F: 39.32 ms, B: 99.20 msGT:  exist that explain how and why they first | PD:  that that that that that that that that ||, 
Iter   3839, Loss:  8.576683, PPL: 5306.4751, Chunk_Size:   8, Batch_Size: 1, F: 63.69 ms, B: 94.02 msGT:  explain how and why they first adopted their | PD:  that that that that that that that that ||, 
Iter   3840, Loss:  8.195056, PPL: 3622.9937, Chunk_Size:   8, Batch_Size: 1, F: 44.39 ms, B: 98.60 msGT:  and why they first adopted their nomadic | PD:  that that that that that that that that ||, 
Iter   3841, Loss:  7.331257, PPL: 1527.3008, Chunk_Size:   8, Batch_Size: 1, F: 40.60 ms, B: 105.03 msGT:  they first adopted their nomadic lifestyle.\n | PD:  that that that that that that that that ||, 
Iter   3842, Loss:  6.463250, PPL:  641.1412, Chunk_Size:   8, Batch_Size: 1, F: 40.81 ms, B: 119.36 msGT:  adopted their nomadic lifestyle.\nThis picture | PD:  that that that that that that that that ||, 
Iter   3843, Loss:  6.873387, PPL:  966.2160, Chunk_Size:   8, Batch_Size: 1, F: 48.39 ms, B: 110.93 msGT:  nomadic lifestyle.\nThis picture of a | PD:  societies societies that that that that that that ||, 
Iter   3844, Loss:  8.781535, PPL: 6512.8677, Chunk_Size:   8, Batch_Size: 1, F: 47.67 ms, B: 104.18 msGT:  lifestyle.\nThis picture of a “typ | PD:  that that that that that1 that that ||, 
Iter   3845, Loss: 10.863886, PPL: 52254.7422, Chunk_Size:   8, Batch_Size: 1, F: 43.01 ms, B: 93.78 msGT: This picture of a “typical” | PD:  that like that1 that like like nom ||, 
Iter   3846, Loss:  9.185200, PPL: 9751.7275, Chunk_Size:   8, Batch_Size: 1, F: 46.21 ms, B: 104.15 msGT:  of a “typical” settlement of | PD:  like1 like like like nom like like ||, 
Iter   3847, Loss:  8.616343, PPL: 5521.1562, Chunk_Size:   8, Batch_Size: 1, F: 52.59 ms, B: 96.18 msGT:  “typical” settlement of Bajau | PD:  like like like like like Bajadicadic ||, 
Iter   3848, Loss:  6.743230, PPL:  848.2962, Chunk_Size:   8, Batch_Size: 1, F: 53.52 ms, B: 117.95 msGT: ical” settlement of Bajau in the | PD:  their their their Bajadicadic their there ||, 
Iter   3849, Loss:  5.091742, PPL:  162.6730, Chunk_Size:   8, Batch_Size: 1, F: 44.59 ms, B: 120.19 msGT:  settlement of Bajau in the Philippines I | PD:  of Bajadicadic Baj Bajadicadic ||, 
Iter   3850, Loss:  7.093603, PPL: 1204.2384, Chunk_Size:   8, Batch_Size: 1, F: 52.82 ms, B: 91.48 msGT:  Bajau in the Philippines I find particularly | PD: adicadic Baj Bajadicadicadicadic ||, 
Iter   3851, Loss:  7.060017, PPL: 1164.4645, Chunk_Size:   8, Batch_Size: 1, F: 43.10 ms, B: 117.77 msGT:  in the Philippines I find particularly striking f | PD:  Baj Bajadicadic Bajadic of Baj ||, 
Iter   3852, Loss:  7.619677, PPL: 2037.9030, Chunk_Size:   8, Batch_Size: 1, F: 47.17 ms, B: 127.40 msGT:  Philippines I find particularly striking for the  | PD: au of ofau of Baj Baj of ||, 
Iter   3853, Loss:  8.184744, PPL: 3585.8252, Chunk_Size:   8, Batch_Size: 1, F: 43.95 ms, B: 117.22 msGT:  find particularly striking for the isolation of t | PD:  ofau of Baj Baj of Baj Baj ||, 
Iter   3854, Loss:  7.428419, PPL: 1683.1438, Chunk_Size:   8, Batch_Size: 1, F: 42.76 ms, B: 116.93 msGT:  striking for the isolation of the individual buil | PD:  of Baj Baj of Baj Baj of of ||, 
Iter   3855, Loss:  8.282100, PPL: 3952.4849, Chunk_Size:   8, Batch_Size: 1, F: 39.74 ms, B: 111.07 msGT:  the isolation of the individual buildings and the | PD:  Baj of a Baj of of a Baj ||, 
Iter   3856, Loss:  7.053885, PPL: 1157.3468, Chunk_Size:   8, Batch_Size: 1, F: 57.73 ms, B: 100.46 msGT:  of the individual buildings and the lack of | PD:  aThis of of aThis of a ||, 
Iter   3857, Loss:  8.997889, PPL: 8085.9927, Chunk_Size:   8, Batch_Size: 1, F: 40.58 ms, B: 118.22 msGT:  individual buildings and the lack of any visible | PD:  of of the the of the of of ||, 
Iter   3858, Loss:  9.395469, PPL: 12033.7295, Chunk_Size:   8, Batch_Size: 1, F: 56.26 ms, B: 94.26 msGT:  and the lack of any visible land close | PD:  the the of the of of of of ||, 
Iter   3859, Loss: 10.678160, PPL: 43397.6133, Chunk_Size:   8, Batch_Size: 1, F: 69.11 ms, B: 142.14 msGT:  lack of any visible land close by:\n | PD:  of the of of of of the of ||, 
Iter   3860, Loss: 12.400721, PPL: 242976.6562, Chunk_Size:   8, Batch_Size: 1, F: 38.97 ms, B: 116.61 msGT:  any visible land close by:\nTraditionally | PD:  the of of of the the of of ||, 
Iter   3861, Loss: 11.108572, PPL: 66740.8203, Chunk_Size:   8, Batch_Size: 1, F: 46.16 ms, B: 90.13 msGT:  land close by:\nTraditionally these societies | PD:  of of the the of of the of ||, 
Iter   3862, Loss: 10.881648, PPL: 53191.1953, Chunk_Size:   8, Batch_Size: 1, F: 53.86 ms, B: 118.29 msGT:  by:\nTraditionally these societies lived from | PD:  the the of of the the of the ||, 
Iter   3863, Loss:  9.947894, PPL: 20908.1465, Chunk_Size:   8, Batch_Size: 1, F: 39.31 ms, B: 124.63 msGT: Traditionally these societies lived from fishing b | PD:  first first the first first the first first ||, 
Iter   3864, Loss:  9.638430, PPL: 15343.2295, Chunk_Size:   8, Batch_Size: 1, F: 53.84 ms, B: 128.10 msGT:  these societies lived from fishing but there are | PD:  first first first first first first first first ||, 
Iter   3865, Loss:  9.755765, PPL: 17253.4082, Chunk_Size:   8, Batch_Size: 1, F: 45.56 ms, B: 155.05 msGT:  lived from fishing but there are anthropological | PD:  first first first first first first first first ||, 
Iter   3866, Loss:  8.521345, PPL: 5020.8032, Chunk_Size:   8, Batch_Size: 1, F: 51.03 ms, B: 92.19 msGT:  fishing but there are anthropological indications | PD:  find find find first first first first why ||, 
Iter   3867, Loss:  8.925542, PPL: 7521.6582, Chunk_Size:   8, Batch_Size: 1, F: 60.58 ms, B: 107.98 msGT:  there are anthropological indications that at lea | PD:  there why there there there there there there ||, 
Iter   3868, Loss:  7.927137, PPL: 2771.4819, Chunk_Size:   8, Batch_Size: 1, F: 49.07 ms, B: 92.74 msGT:  anthropological indications that at least the Baj | PD:  there there there there there there there find ||, 
Iter   3869, Loss:  7.051957, PPL: 1155.1172, Chunk_Size:   8, Batch_Size: 1, F: 43.56 ms, B: 92.00 msGT:  indications that at least the Bajau were | PD:  there there there there there find find find ||, 
Iter   3870, Loss:  8.488436, PPL: 4858.2603, Chunk_Size:   8, Batch_Size: 1, F: 48.28 ms, B: 98.13 msGT:  at least the Bajau were once an | PD:  there there there find find find there there ||, 
Iter   3871, Loss:  8.784897, PPL: 6534.7988, Chunk_Size:   8, Batch_Size: 1, F: 43.74 ms, B: 109.42 msGT:  the Bajau were once an agricultural society | PD:  there find find find there there there there ||, 
Iter   3872, Loss: 10.155096, PPL: 25721.8477, Chunk_Size:   8, Batch_Size: 1, F: 40.21 ms, B: 109.08 msGT: au were once an agricultural society. Their | PD: auau the the find the there find ||, 
Iter   3873, Loss: 11.340248, PPL: 84140.9062, Chunk_Size:   8, Batch_Size: 1, F: 43.22 ms, B: 133.03 msGT:  once an agricultural society. Their traditional l | PD:  the the the the the the the the ||, 
Iter   3874, Loss: 11.227461, PPL: 75166.5000, Chunk_Size:   8, Batch_Size: 1, F: 38.03 ms, B: 118.85 msGT:  agricultural society. Their traditional lifestyle | PD: au the the the theau the the ||, 
Iter   3875, Loss: 10.809461, PPL: 49486.7695, Chunk_Size:   8, Batch_Size: 1, F: 56.82 ms, B: 87.42 msGT: . Their traditional lifestyles center around fishi | PD:  theau theau the theau the ||, 
Iter   3876, Loss: 10.843530, PPL: 51201.7852, Chunk_Size:   8, Batch_Size: 1, F: 38.14 ms, B: 111.43 msGT:  traditional lifestyles center around fishing and  | PD:  atau the theau theauau ||, 
Iter   3877, Loss:  7.679672, PPL: 2163.9094, Chunk_Size:   8, Batch_Size: 1, F: 49.15 ms, B: 90.69 msGT:  center around fishing and harvesting sea plants a | PD:  at atau the atau at the ||, 
Iter   3878, Loss:  6.985339, PPL: 1080.6724, Chunk_Size:   8, Batch_Size: 1, F: 39.52 ms, B: 111.77 msGT:  fishing and harvesting sea plants and the often | PD:  at the atau at the Philippines at ||, 
Iter   3879, Loss:  6.150511, PPL:  468.9569, Chunk_Size:   8, Batch_Size: 1, F: 40.25 ms, B: 113.08 msGT:  harvesting sea plants and the often nomadic | PD:  andau at the Philippines atauau ||, 
Iter   3880, Loss:  5.823797, PPL:  338.2539, Chunk_Size:   8, Batch_Size: 1, F: 42.26 ms, B: 120.36 msGT:  plants and the often nomadic lifestyle make | PD:  and the Philippines andauau and from ||, 
Iter   3881, Loss:  8.437845, PPL: 4618.5923, Chunk_Size:   8, Batch_Size: 1, F: 46.08 ms, B: 118.79 msGT:  the often nomadic lifestyle make them very | PD:  Philippines andauau and and and the ||, 
Iter   3882, Loss:  8.782331, PPL: 6518.0498, Chunk_Size:   8, Batch_Size: 1, F: 41.36 ms, B: 96.02 msGT:  nomadic lifestyle make them very vulnerable to | PD: auau and and and the and the ||, 
Iter   3883, Loss:  9.797615, PPL: 17990.7852, Chunk_Size:   8, Batch_Size: 1, F: 50.46 ms, B: 125.41 msGT:  lifestyle make them very vulnerable to environmen | PD:  and and and the and the and and ||, 
Iter   3884, Loss:  9.466700, PPL: 12922.1689, Chunk_Size:   8, Batch_Size: 1, F: 36.57 ms, B: 99.15 msGT:  them very vulnerable to environmental damage, eco | PD:  and and and the and and the and ||, 
Iter   3885, Loss:  9.522408, PPL: 13662.4639, Chunk_Size:   8, Batch_Size: 1, F: 42.24 ms, B: 124.62 msGT:  vulnerable to environmental damage, economic and  | PD:  and the and and the and the and ||, 
Iter   3886, Loss:  9.020378, PPL: 8269.9033, Chunk_Size:   8, Batch_Size: 1, F: 37.02 ms, B: 108.11 msGT:  environmental damage, economic and political expl | PD:  and and the and the and and the ||, 
Iter   3887, Loss:  8.784022, PPL: 6529.0869, Chunk_Size:   8, Batch_Size: 1, F: 46.92 ms, B: 101.73 msGT: , economic and political exploitation and oppressi | PD:  the and the and and the and the ||, 
Iter   3888, Loss:  8.108425, PPL: 3322.3418, Chunk_Size:   8, Batch_Size: 1, F: 39.03 ms, B: 113.08 msGT:  and political exploitation and oppression. Many o | PD:  the and and the and fishing and the ||, 
Iter   3889, Loss:  7.492724, PPL: 1794.9357, Chunk_Size:   8, Batch_Size: 1, F: 41.83 ms, B: 117.16 msGT:  exploitation and oppression. Many of them have | PD:  and fishing and fishing and fishing and and ||, 
Iter   3890, Loss:  8.301179, PPL: 4028.6191, Chunk_Size:   8, Batch_Size: 1, F: 38.53 ms, B: 106.99 msGT:  oppression. Many of them have meanwhile settled | PD:  and fishing and fishing and and and and ||, 
Iter   3891, Loss:  7.017512, PPL: 1116.0068, Chunk_Size:   8, Batch_Size: 1, F: 49.29 ms, B: 89.55 msGT:  Many of them have meanwhile settled on land | PD:  and fishing and and and and fishing and ||, 
Iter   3892, Loss:  8.910089, PPL: 7406.3242, Chunk_Size:   8, Batch_Size: 1, F: 37.02 ms, B: 122.72 msGT:  them have meanwhile settled on land and further | PD:  and and and and fishing and fishing and ||, 
Iter   3893, Loss:  7.588846, PPL: 1976.0322, Chunk_Size:   8, Batch_Size: 1, F: 46.08 ms, B: 101.89 msGT:  meanwhile settled on land and further off the | PD:  and and them and fishing and and fishing ||, 
Iter   3894, Loss:  7.506178, PPL: 1819.2468, Chunk_Size:   8, Batch_Size: 1, F: 38.87 ms, B: 115.92 msGT:  on land and further off the sea coast | PD:  them and them and and fishing and and ||, 
Iter   3895, Loss:  9.581879, PPL: 14499.6338, Chunk_Size:   8, Batch_Size: 1, F: 43.35 ms, B: 122.93 msGT:  and further off the sea coast for better | PD:  them and and them and and them and ||, 
Iter   3896, Loss:  9.090619, PPL: 8871.6777, Chunk_Size:   8, Batch_Size: 1, F: 48.66 ms, B: 89.11 msGT:  off the sea coast for better employment opportuni | PD:  and them and and them and and and ||, 
Iter   3897, Loss: 10.199947, PPL: 26901.7715, Chunk_Size:   8, Batch_Size: 1, F: 40.72 ms, B: 114.74 msGT:  sea coast for better employment opportunities.\nT | PD:  and and them and and and them and ||, 
Iter   3898, Loss:  9.743403, PPL: 17041.4414, Chunk_Size:   8, Batch_Size: 1, F: 55.88 ms, B: 105.84 msGT:  for better employment opportunities.\nTwo other l | PD:  them and and and them and them them ||, 
Iter   3899, Loss: 10.153404, PPL: 25678.3672, Chunk_Size:   8, Batch_Size: 1, F: 52.44 ms, B: 109.47 msGT:  employment opportunities.\nTwo other links are no | PD:  and and them and them them them and ||, 
Iter   3900, Loss:  9.893769, PPL: 19806.5742, Chunk_Size:   8, Batch_Size: 1, F: 63.30 ms, B: 114.29 msGT: .\nTwo other links are noteworthy here:\n | PD:  them and them them them and and them ||, 
Iter   3901, Loss:  9.591254, PPL: 14636.2158, Chunk_Size:   8, Batch_Size: 1, F: 97.31 ms, B: 146.32 msGT:  other links are noteworthy here:\nIn the | PD:  them them them have have have have sea ||, 
Iter   3902, Loss: 10.562824, PPL: 38670.1875, Chunk_Size:   8, Batch_Size: 1, F: 43.14 ms, B: 101.26 msGT:  are noteworthy here:\nIn the Boxing Day | PD:  have have have have have sea have have ||, 
Iter   3903, Loss:  9.332885, PPL: 11303.6934, Chunk_Size:   8, Batch_Size: 1, F: 41.03 ms, B: 101.02 msGT:  here:\nIn the Boxing Day Tsunami | PD:  have have have sea have have have have ||, 
Iter   3904, Loss:  9.537570, PPL: 13871.2002, Chunk_Size:   8, Batch_Size: 1, F: 45.77 ms, B: 96.14 msGT: In the Boxing Day Tsunami of  | PD:  have sea have have have have them land ||, 
Iter   3905, Loss:  9.058392, PPL: 8590.3232, Chunk_Size:   8, Batch_Size: 1, F: 48.41 ms, B: 97.32 msGT:  Boxing Day Tsunami of 2004 | PD:  have have have have them land have have ||, 
Iter   3906, Loss:  7.007495, PPL: 1104.8838, Chunk_Size:   8, Batch_Size: 1, F: 55.34 ms, B: 108.43 msGT:  Tsunami of 2004, the | PD: .\n.\n:\n:\n.\n.\n:\n sea ||, 
Iter   3907, Loss:  6.867468, PPL:  960.5134, Chunk_Size:   8, Batch_Size: 1, F: 56.61 ms, B: 101.72 msGT:  of 2004, the Moken | PD:  the further of.\n the sea.\n of ||, 
Iter   3908, Loss:  6.199367, PPL:  492.4370, Chunk_Size:   8, Batch_Size: 1, F: 39.93 ms, B: 142.49 msGT: 2004, the Moken people who | PD:  of of the sea of of.\n of ||, 
Iter   3909, Loss:  5.291586, PPL:  198.6582, Chunk_Size:   8, Batch_Size: 1, F: 46.07 ms, B: 125.10 msGT: , the Moken people who lived around | PD:  the the of of the of of of ||, 
Iter   3910, Loss:  7.962479, PPL: 2871.1821, Chunk_Size:   8, Batch_Size: 1, F: 55.43 ms, B: 90.61 msGT:  Moken people who lived around the Sur | PD:  of of the the of the the of ||, 
Iter   3911, Loss:  8.213511, PPL: 3690.4753, Chunk_Size:   8, Batch_Size: 1, F: 52.90 ms, B: 105.33 msGT:  people who lived around the Surin Islands | PD:  the the of the the the the the ||, 
Iter   3912, Loss:  8.529191, PPL: 5060.3506, Chunk_Size:   8, Batch_Size: 1, F: 56.50 ms, B: 96.98 msGT:  lived around the Surin Islands of Thailand | PD:  the the the the the the the the ||, 
Iter   3913, Loss:  9.816564, PPL: 18334.9375, Chunk_Size:   8, Batch_Size: 1, F: 76.23 ms, B: 101.52 msGT:  the Surin Islands of Thailand were able | PD:  M the the the the the the the ||, 
Iter   3914, Loss:  8.169354, PPL: 3531.0637, Chunk_Size:   8, Batch_Size: 1, F: 47.52 ms, B: 98.70 msGT: in Islands of Thailand were able to predict | PD:  the the the the the the the the ||, 
Iter   3915, Loss:  9.473902, PPL: 13015.5713, Chunk_Size:   8, Batch_Size: 1, F: 42.08 ms, B: 116.10 msGT:  of Thailand were able to predict the events | PD:  the of of the M the M the ||, 
Iter   3916, Loss: 10.878313, PPL: 53014.0977, Chunk_Size:   8, Batch_Size: 1, F: 52.36 ms, B: 110.54 msGT:  were able to predict the events quite accurately | PD: oken the M the M the the the ||, 
Iter   3917, Loss: 11.047184, PPL: 62766.9570, Chunk_Size:   8, Batch_Size: 1, F: 48.30 ms, B: 93.81 msGT:  to predict the events quite accurately which allo | PD:  Moken Mokenokenoken Moken ||, 
Iter   3918, Loss: 11.238605, PPL: 76008.8125, Chunk_Size:   8, Batch_Size: 1, F: 47.30 ms, B: 123.10 msGT:  the events quite accurately which allowed them to | PD:  M444 M4oken M ||, 
Iter   3919, Loss: 10.372931, PPL: 31982.0957, Chunk_Size:   8, Batch_Size: 1, F: 49.25 ms, B: 114.69 msGT:  quite accurately which allowed them to warn and | PD: 4444oken M4 M ||, 
Iter   3920, Loss:  9.594042, PPL: 14677.0723, Chunk_Size:   8, Batch_Size: 1, F: 44.69 ms, B: 106.38 msGT:  which allowed them to warn and protect the | PD: 444 further4 further4 M ||, 
Iter   3921, Loss:  8.613390, PPL: 5504.8784, Chunk_Size:   8, Batch_Size: 1, F: 48.78 ms, B: 99.80 msGT:  them to warn and protect the island population | PD: 44 of further of M44 ||, 
Iter   3922, Loss:  8.455240, PPL: 4699.6357, Chunk_Size:   8, Batch_Size: 1, F: 43.27 ms, B: 123.31 msGT:  warn and protect the island population. However | PD:  of the of M the of4 of ||, 
Iter   3923, Loss:  8.530115, PPL: 5065.0288, Chunk_Size:   8, Batch_Size: 1, F: 45.14 ms, B: 104.46 msGT:  protect the island population. However in other | PD:  of M the of the of the the ||, 
Iter   3924, Loss:  7.501472, PPL: 1810.7065, Chunk_Size:   8, Batch_Size: 1, F: 47.08 ms, B: 108.91 msGT:  island population. However in other places, | PD:  the to the to the the to the ||, 
Iter   3925, Loss:  7.671018, PPL: 2145.2634, Chunk_Size:   8, Batch_Size: 1, F: 46.33 ms, B: 130.91 msGT: . However in other places, Moken | PD:  the to the to to the to to ||, 
Iter   3926, Loss:  9.138035, PPL: 9302.4658, Chunk_Size:   8, Batch_Size: 1, F: 83.53 ms, B: 120.34 msGT:  in other places, Moken suffered severe | PD:  the to to the to to to to ||, 
Iter   3927, Loss:  8.424244, PPL: 4556.1987, Chunk_Size:   8, Batch_Size: 1, F: 47.37 ms, B: 235.85 msGT:  places, Moken suffered severe devastation to | PD:  to the to to to to to the ||, 
Iter   3928, Loss:  8.649871, PPL: 5709.4092, Chunk_Size:   8, Batch_Size: 1, F: 46.48 ms, B: 99.34 msGT:  Moken suffered severe devastation to housing and | PD:  to to to to to the to the ||, 
Iter   3929, Loss:  8.360040, PPL: 4272.8647, Chunk_Size:   8, Batch_Size: 1, F: 46.37 ms, B: 116.26 msGT:  suffered severe devastation to housing and fishin | PD:  to to to to to the to to ||, 
Iter   3930, Loss:  7.164692, PPL: 1292.9633, Chunk_Size:   8, Batch_Size: 1, F: 55.29 ms, B: 105.09 msGT:  devastation to housing and fishing boats by the | PD:  to to to to in in to M ||, 
Iter   3931, Loss:  6.821312, PPL:  917.1876, Chunk_Size:   8, Batch_Size: 1, F: 44.49 ms, B: 110.53 msGT:  housing and fishing boats by the tsunami. | PD:  in to in in to M in M ||, 
Iter   3932, Loss:  8.532227, PPL: 5075.7349, Chunk_Size:   8, Batch_Size: 1, F: 72.08 ms, B: 100.87 msGT:  fishing boats by the tsunami. (see | PD:  in in to M in M to in ||, 
Iter   3933, Loss:  9.869351, PPL: 19328.7969, Chunk_Size:   8, Batch_Size: 1, F: 63.63 ms, B: 104.39 msGT:  by the tsunami. (see related scientific | PD:  to M and Moken and to and ||, 
Iter   3934, Loss:  9.618269, PPL: 15036.9980, Chunk_Size:   8, Batch_Size: 1, F: 47.09 ms, B: 112.32 msGT:  tsunami. (see related scientific report on | PD:  and Moken and and and and to ||, 
Iter   3935, Loss:  9.710069, PPL: 16482.7344, Chunk_Size:   8, Batch_Size: 1, F: 49.57 ms, B: 117.90 msGT:  (see related scientific report on indigenous know | PD: ........ ||, 
Iter   3936, Loss:  8.445147, PPL: 4652.4375, Chunk_Size:   8, Batch_Size: 1, F: 81.11 ms, B: 113.49 msGT:  related scientific report on indigenous knowledge | PD: ...... Moken ||, 
Iter   3937, Loss:  8.448690, PPL: 4668.9541, Chunk_Size:   8, Batch_Size: 1, F: 45.50 ms, B: 104.44 msGT:  report on indigenous knowledge and disaster here. | PD: .... M... ||, 
Iter   3938, Loss:  8.645375, PPL: 5683.7993, Chunk_Size:   8, Batch_Size: 1, F: 42.30 ms, B: 94.78 msGT:  indigenous knowledge and disaster here.)\nThese e | PD: .. M..... ||, 
Iter   3939, Loss:  9.188093, PPL: 9779.9844, Chunk_Size:   8, Batch_Size: 1, F: 43.79 ms, B: 89.57 msGT:  and disaster here.)\nThese ethnic groups are | PD:  M and. and and and and. ||, 
Iter   3940, Loss:  9.352390, PPL: 11526.3418, Chunk_Size:   8, Batch_Size: 1, F: 60.47 ms, B: 90.30 msGT:  here.)\nThese ethnic groups are probably the | PD:  and and and and and M and M ||, 
Iter   3941, Loss:  8.393516, PPL: 4418.3232, Chunk_Size:   8, Batch_Size: 1, F: 51.44 ms, B: 90.95 msGT: These ethnic groups are probably the inspiration t | PD:  and and and M and M and M ||, 
Iter   3942, Loss:  8.221415, PPL: 3719.7605, Chunk_Size:   8, Batch_Size: 1, F: 43.41 ms, B: 103.10 msGT:  groups are probably the inspiration to many myths | PD:  and M and M and M M and ||, 
Iter   3943, Loss:  7.427581, PPL: 1681.7343, Chunk_Size:   8, Batch_Size: 1, F: 53.29 ms, B: 102.28 msGT:  probably the inspiration to many myths about sea | PD:  and M and M M and and and ||, 
Iter   3944, Loss:  6.205746, PPL:  495.5886, Chunk_Size:   8, Batch_Size: 1, F: 42.15 ms, B: 105.07 msGT:  inspiration to many myths about sea people in | PD:  and M M and and andoken M ||, 
Iter   3945, Loss:  6.162033, PPL:  474.3916, Chunk_Size:   8, Batch_Size: 1, F: 40.55 ms, B: 90.80 msGT:  many myths about sea people in the region | PD:  the and and and M M M and ||, 
Iter   3946, Loss:  7.850793, PPL: 2567.7695, Chunk_Size:   8, Batch_Size: 1, F: 50.29 ms, B: 128.94 msGT:  about sea people in the region. As | PD:  and are M M M and M and ||, 
Iter   3947, Loss:  9.037022, PPL: 8408.6953, Chunk_Size:   8, Batch_Size: 1, F: 41.27 ms, B: 111.99 msGT:  people in the region. As biological studies | PD:  are the M the M the the the ||, 
Iter   3948, Loss: 11.101908, PPL: 66297.5156, Chunk_Size:   8, Batch_Size: 1, F: 62.00 ms, B: 106.57 msGT:  the region. As biological studies have recently | PD:  M the M the the the the are ||, 
