start
ModelConfig(embedding_size=1024, num_layers=32, num_heads=16, ffn_scale_ratio=0.5, max_context_length=8192, vocab_size=200019, debug=False, proj_ratio_min=2, proj_ratio=10, num_keep_boundary_chunk=2)
DataConfig(batch_size=50, block_size=64, buffer_size=10, tokenizer_name='gpt-4o', dataset_dir='datasets/finewebedu/CC-MAIN-2024-10', truncate_limit=1000000000, shuffle_tokens=False, mask_random=False)
TrainConfig(learning_rate=0.001, dtype='bfloat16', optimizer_options=None, exp_name='experiment', exp_num=6, save_interval_epoch=10, save_interval_iter=1000, print_interval_iteration=100, eval_interval_iteration=250, num_epochs=200, max_total_iters=10000000, num_warmup_steps=4000, gradient_checkpointing=True, value_clip_grad_norm=0.5, lr_step=1000, print_token_len=64)
model configure  3.9sec
configure optimizer during  0.4sec
372.90496 M Params
Transformer(
  (transformer): ModuleDict(
    (wte): Embedding(200019, 1024)
    (h): ModuleList(
      (0-31): 32 x Block(
        (ln_1): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
        (attn): CausalSelfAttention(
          (c_attn): Linear(in_features=1024, out_features=3072, bias=True)
          (c_proj): Linear(in_features=1024, out_features=1024, bias=True)
        )
        (ln_2): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
        (mlp): MLP(
          (c_fc): Linear(in_features=1024, out_features=512, bias=True)
          (gelu): GELU(approximate='none')
          (c_proj): Linear(in_features=512, out_features=1024, bias=True)
        )
      )
    )
    (ln_f): LayerNorm((1024,), eps=1e-05, elementwise_affine=True)
  )
  (lm_head): Linear(in_features=1024, out_features=200019, bias=False)
)
prepare dataset
load Parquet Data 1.13sec
configure DataLoaderLite during  0.0 sec
start train
/home/ubuntu/miniconda3/envs/gguf/lib/python3.9/site-packages/torch/utils/checkpoint.py:464: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.4 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  warnings.warn(

Iter      0/10000000, B  1, 0.0 Mt | Loss 12.395371, PPL 241680.39  0.000000 | F 390.6 ms, B 301.5 ms | 4.62 Kt/s | O:  infect a new computer. Downloading and running software from un | P: stom폰 Veracruzroonroonühlen ciudadano juzлат雅黑XXX(hero Bắc الوجه  ||
Iter   4074/10000000, B4075, 13.0 Mt | Loss  1.874067, PPL      6.51  1.915464 | F  68.9 ms, B 226.8 ms | 10.75 Kt/s | O: ttered by later impacts. It would be interesting to see if these | P: ranching by later impacts. It would be interesting to see if and  ||
Iter   4075/10000000, B4076, 13.0 Mt | Loss  1.517412, PPL      4.56  1.889153 | F  66.4 ms, B 222.0 ms | 11.02 Kt/s | O: ble to acidification.\nNow comes a finding that the Beaufort Sea | P: e to acidification.\nNow comes a finding that the pancreatic Sz,  ||
Iter   4076/10000000, B4077, 13.0 Mt | Loss  1.665884, PPL      5.29  1.326335 | F 100.3 ms, B 210.0 ms | 10.22 Kt/s | O: ese 4 months, we spend time building on concepts and introducing | P: e\nIn these 4 months, we spend time building on concepts and the  ||
Iter   4077/10000000, B4078, 13.0 Mt | Loss  1.641773, PPL      5.16  1.826326 | F  69.7 ms, B 210.1 ms | 11.36 Kt/s | O:  the list of retailers aligned in their opposition to dirty gold | P: ional. While the list ofinto aligned in their reminder to dirty,  ||
Iter   4078/10000000, B4079, 13.0 Mt | Loss  1.354878, PPL      3.88  1.544410 | F  69.7 ms, B 211.2 ms | 11.30 Kt/s | O: w the latest trends and purchase the best new thing. Millions of | P: follow the latest trends and purchase the best new thing.lit the  ||
Iter   4079/10000000, B4080, 13.1 Mt | Loss  1.365457, PPL      3.92  1.661052 | F  83.5 ms, B 235.3 ms | 9.97 Kt/s | O: Smell and taste, however, are much harder to incorporate because | P: illustrationell and300, however, are much harder to incorporate,  ||
Iter   4080/10000000, B4081, 13.1 Mt | Loss  1.596167, PPL      4.93  1.550421 | F  67.4 ms, B 215.3 ms | 11.24 Kt/s | O: ,000 women over the next 10 years to become wildly successful in | P: 000 women over the next 10 years to become extracted successful.  ||
Iter   4081/10000000, B4082, 13.1 Mt | Loss  1.762790, PPL      5.83  1.512156 | F  67.4 ms, B 220.2 ms | 11.05 Kt/s | O:  water absorption. The severity of the disease can vary, ranging | P: gamm and water topics. The severity of the disease can vary, and  ||
Iter   4082/10000000, B4083, 13.1 Mt | Loss  1.924036, PPL      6.85  1.694936 | F  83.0 ms, B 211.5 ms | 10.78 Kt/s | O: udy sets the stage for more refined investigations and potential | P: his sentence study sets the stage for more refined enzymes and a  ||
Iter   4083/10000000, B4084, 13.1 Mt | Loss  1.856754, PPL      6.40  1.609169 | F  95.0 ms, B 226.3 ms | 9.90 Kt/s | O: ories to the front lines, where the guns were sighted by hand.\n | P: nomous to the front lines, where the Video were sighted by hand,  ||
Iter   4084/10000000, B4085, 13.1 Mt | Loss  1.579464, PPL      4.85  1.633793 | F  74.2 ms, B 214.7 ms | 10.96 Kt/s | O: en if the lens hasn’t focused yet. Most cameras use a Predictive | P: ven if the lens hasn’t focused yet. Most cholesterol use a reef,  ||
Iter   4085/10000000, B4086, 13.1 Mt | Loss  1.704197, PPL      5.50  1.582111 | F  71.1 ms, B 211.0 ms | 11.27 Kt/s | O: Litter can readily be blown into river from overflowing bins.\n- | P: n- Lrest can readily be tutors into river from fails percent.\n-  ||
Iter   4086/10000000, B4087, 13.1 Mt | Loss  2.299157, PPL      9.97  1.482108 | F  81.5 ms, B 252.9 ms | 9.50 Kt/s | O: r control of the seas. As I told you, they defeated the Peruvian | P: age of their control of the seas. As I told you, theygi the Per,  ||
Iter   4087/10000000, B4088, 13.1 Mt | Loss  1.506641, PPL      4.51  1.869691 | F  72.7 ms, B 227.0 ms | 10.59 Kt/s | O:  estimates that 3.5 percent of the U.S. adult population suffers | P: irty C estimates that 3.5 percent of the U.S. adult population a  ||
Iter   4088/10000000, B4089, 13.1 Mt | Loss  1.602524, PPL      4.97  1.501815 | F  70.2 ms, B 220.8 ms | 10.91 Kt/s | O: grounds and the Antarctic each year. Some species of tubenoses ( | P: rounds and theIV each year. Some species of tuitionen Measuring,  ||
Iter   4089/10000000, B4090, 13.1 Mt | Loss  1.048077, PPL      2.85  1.338720 | F  68.7 ms, B 221.8 ms | 10.94 Kt/s | O: Of course, there are far more scientists that support the theory | P:  multi course, there are far more scientists that support the of  ||
Iter   4090/10000000, B4091, 13.1 Mt | Loss  1.498867, PPL      4.48  1.207978 | F  72.6 ms, B 202.7 ms | 11.54 Kt/s | O:  is why we already have Tesla – an electric car that produces no | P: his is why we already have stat – an electric car that produces,  ||
Iter   4091/10000000, B4092, 13.1 Mt | Loss  2.025594, PPL      7.58  1.374582 | F  90.3 ms, B 226.2 ms | 10.05 Kt/s | O:  treatments for specific tool steels are described thoroughly in | P: t treatments for specific tool pasture are described depression.  ||
Iter   4092/10000000, B4093, 13.1 Mt | Loss  2.099068, PPL      8.16  1.763612 | F  71.6 ms, B 228.0 ms | 10.60 Kt/s | O: ich resulted in more extraordinary expenses for many firms.\nDev | P: which resulted in more stability expenses for many tactics.\nThe  ||
Iter   4093/10000000, B4094, 13.1 Mt | Loss  1.827124, PPL      6.22  1.548969 | F  69.9 ms, B 255.7 ms | 9.77 Kt/s | O: r, I can easily find them feeding on flowers of both cantaloupes | P: ter, I can easily find them feeding on flowers of bothrootal the  ||
Iter   4094/10000000, B4095, 13.1 Mt | Loss  1.823352, PPL      6.19  1.523346 | F  66.0 ms, B 233.4 ms | 10.62 Kt/s | O: his month? We beekeepers keep watch to help if needed. Bees will | P: h? We be outfit arrow keep watch to help if needed. Preparation,  ||
Iter   4095/10000000, B4096, 13.1 Mt | Loss  2.013606, PPL      7.49  1.639812 | F  69.8 ms, B 218.5 ms | 11.02 Kt/s | O: Lanka\n- Other Places of Interest Within Close Proximity\nMap of | P: °FIM\n- Other Gabriel of Copyright Within/Gps Gabriel\n Gabriel,  ||
Iter   4096/10000000, B4097, 13.1 Mt | Loss  1.877370, PPL      6.54  1.601238 | F  74.7 ms, B 229.0 ms | 10.45 Kt/s | O: s, rubber conveyor belt, etc. Among them, waste tire is the main | P: or,set compareduvian, etc. Among them, waste posting is the same  ||
Iter   4097/10000000, B4098, 13.1 Mt | Loss  1.843358, PPL      6.32  1.707144 | F  78.6 ms, B 240.7 ms | 9.96 Kt/s | O: Lead at STEM Learning, explores the digital divide in the UK and | P:  today's atico Learning, Survey the digital reached in the UK of  ||
Iter   4098/10000000, B4099, 13.1 Mt | Loss  1.662518, PPL      5.27  1.657718 | F  69.1 ms, B 235.5 ms | 10.43 Kt/s | O: nakes and squirrels to protect their offspring.\nEven humans can | P: edators like PTSD andork to protect their cooling.\nEven humans.  ||
Iter   4099/10000000, B4100, 13.1 Mt | Loss  1.731501, PPL      5.65  1.418093 | F  65.4 ms, B 223.9 ms | 10.98 Kt/s | O:  a manager or exec, then you know that sowing information can be | P: ast orroot, then you know that ineffectiveing information can be  ||
Iter   4100/10000000, B4101, 13.1 Mt | Loss  3.308686, PPL     27.35  1.263432 | F  73.8 ms, B 250.3 ms | 9.81 Kt/s | O: the Book of Life–here is a link to a related sermon:Exodus 26-32 | P:  Book of Life–ogly is a link to a related uniformly:Ex Data 26-3  ||
Iter   4101/10000000, B4102, 13.1 Mt | Loss  1.547154, PPL      4.70  2.286221 | F  90.6 ms, B 226.8 ms | 10.02 Kt/s | O: the exhibition, “Grass Roots: African Origins of an American Art | P: on the exhibition, “Ops PTSD: African variance of an American of  ||
Iter   4102/10000000, B4103, 13.1 Mt | Loss  1.538949, PPL      4.66  1.366987 | F  92.5 ms, B 221.0 ms | 10.14 Kt/s | O:  than their real-life self. They may also start to see the world | P: ing than their real-life self. They may also start to see the of  ||
Iter   4103/10000000, B4104, 13.1 Mt | Loss  1.637575, PPL      5.14  1.307509 | F  73.6 ms, B 250.4 ms | 9.82 Kt/s | O: hort, O.F.M., worked with translators, scholars, and technicians | P:  and William J.ft, Ounique Sam., worked with XP, plague, and the  ||
Iter   4104/10000000, B4105, 13.1 Mt | Loss  1.995292, PPL      7.35  1.417637 | F  78.6 ms, B 216.5 ms | 10.76 Kt/s | O: creen and Speak Selection to iPad in where students can hear and | P:  ML alters and tyre float to iThis in where students can hear to  ||
Iter   4105/10000000, B4106, 13.1 Mt | Loss  2.300670, PPL      9.98  2.114811 | F  65.9 ms, B 241.3 ms | 10.34 Kt/s | O: dth modulation to regulate the current sent to the motor. Unlike | P: ur excel folders to regulate the current sent to the motor. This  ||
Iter   4106/10000000, B4107, 13.1 Mt | Loss  1.813165, PPL      6.13  1.670790 | F  70.6 ms, B 220.0 ms | 10.94 Kt/s | O: rts skills and team communication through drills as well as game | P: orts skills and team communication through pilots as well as and  ||
Iter   4107/10000000, B4108, 13.1 Mt | Loss  1.527299, PPL      4.61  1.422643 | F  79.6 ms, B 241.5 ms | 9.89 Kt/s | O: n\n- In the first column, put the result for man and woman\n- In | P: n- In the first column, put the result for man and interview\n-5  ||
Iter   4108/10000000, B4109, 13.1 Mt | Loss  1.838722, PPL      6.29  1.410887 | F  69.5 ms, B 238.8 ms | 10.31 Kt/s | O:  could on aviation. They visited libraries and even wrote to the | P: ion they could on graft. M toward libraries and even wrote to be  ||
Iter   4109/10000000, B4110, 13.1 Mt | Loss  1.727756, PPL      5.63  1.400682 | F  72.9 ms, B 270.5 ms | 9.26 Kt/s | O: ion on wildlife and take steps to mitigate it. In this answer, I | P: n on wildlife and take steps to mitigate it. In this answer, and  ||
Iter   4110/10000000, B4111, 13.2 Mt | Loss  1.403496, PPL      4.07  1.439562 | F  77.9 ms, B 214.8 ms | 10.85 Kt/s | O: e correct amount. Modern methods of steel production require the | P: e correct amount. Modern methods of steel production require the  ||
Iter   4111/10000000, B4112, 13.2 Mt | Loss  1.301741, PPL      3.68  1.296108 | F  73.4 ms, B 235.0 ms | 10.31 Kt/s | O: siderable gains in membership and prestige. Between 1940 and 195 | P: n made considerablerology in leaders andFC. Between 1940 and 200  ||
Iter   4112/10000000, B4113, 13.2 Mt | Loss  2.176036, PPL      8.81  1.491305 | F  69.7 ms, B 227.2 ms | 10.70 Kt/s | O: e design of which references the constellations above Sydney.”\n | P: n of which references the chambersellations above observational.  ||
Iter   4113/10000000, B4114, 13.2 Mt | Loss  2.179061, PPL      8.84  1.710910 | F  69.2 ms, B 211.2 ms | 11.33 Kt/s | O: tions in support of the return of Crimea [to Russia], in support | P: gotten in support of the return of Sanctuary [to Russia], in the  ||
Iter   4114/10000000, B4115, 13.2 Mt | Loss  3.332029, PPL     28.00  1.482370 | F  72.2 ms, B 250.5 ms | 9.84 Kt/s | O: LM TREE. NO MATTER WHAT WINDS BLOW MY WAY, I STAY ROOTED. NO MAT | P: ther Lima His63 B575 His Revelation, I Max COP Holidaysky. tyre,  ||
Iter   4115/10000000, B4116, 13.2 Mt | Loss  5.210040, PPL    183.10  2.041964 | F  71.6 ms, B 206.2 ms | 11.44 Kt/s | O: xwb. “Peb pom ntau tus neeg hauv lub zejzog muaj kev nyuaj siab, | P: ala,eth202 Rak,，. Retrieved,于 KickIKProp于于IKzogIK Holidaysaya于的,  ||
Iter   4116/10000000, B4117, 13.2 Mt | Loss  2.870533, PPL     17.65  2.007050 | F  78.5 ms, B 217.6 ms | 10.74 Kt/s | O: hs after a baby is born, more than twice the normal rate for men | P: hs after a baby is born, more than twice the normal rate for the  ||
Iter   4117/10000000, B4118, 13.2 Mt | Loss  1.874195, PPL      6.52  1.982699 | F  70.7 ms, B 207.9 ms | 11.40 Kt/s | O: He was also the first three-time winner: Buchanan in 1884, Riley | P: . He was also the first three-time organism: prayer in 1884, the  ||
Iter   4118/10000000, B4119, 13.2 Mt | Loss  1.558877, PPL      4.75  1.456768 | F  75.6 ms, B 229.9 ms | 10.41 Kt/s | O: act that machine-learning systems increasingly determine what we | P: ct that machine-learning systems increasingly determine what the  ||
Iter   4119/10000000, B4120, 13.2 Mt | Loss  1.752129, PPL      5.77  1.384142 | F  75.1 ms, B 212.6 ms | 11.04 Kt/s | O: r Disease Control and Prevention (CDC) recommends against giving | P:  Disease Control and Prevention ( vector) recommends against the  ||
Iter   4120/10000000, B4121, 13.2 Mt | Loss  1.474945, PPL      4.37  1.614374 | F  81.4 ms, B 213.9 ms | 10.76 Kt/s | O: t just an obligation but a privilege to be embraced with an open | P: ion is not just an nobody but a disputes to be rival with an the  ||
Iter   4121/10000000, B4122, 13.2 Mt | Loss  1.953340, PPL      7.05  1.566478 | F  90.4 ms, B 241.7 ms | 9.58 Kt/s | O: l be more plastic by weight in our oceans than fish, a fact that | P:  will be more plastic by weight in our oceans than fish, a fact,  ||
Iter   4122/10000000, B4123, 13.2 Mt | Loss  1.395264, PPL      4.04  1.526191 | F  68.3 ms, B 217.0 ms | 11.14 Kt/s | O: ularity of solar cells in the city, it’s important to understand | P: ive popularity of solar cells in the city, it’s important to the  ||
Iter   4123/10000000, B4124, 13.2 Mt | Loss  1.857882, PPL      6.41  1.367555 | F  74.7 ms, B 213.8 ms | 11.02 Kt/s | O: es 18-34 is declining as Germany’s population ages – and younger | P: ople ages 18- tab is anthrop as Germany’s population ages – and   ||
Iter   4124/10000000, B4125, 13.2 Mt | Loss  2.255044, PPL      9.54  1.701092 | F  73.0 ms, B 221.3 ms | 10.80 Kt/s | O: tion due a failure of the boost controller or wastegate solenoid | P:  a failure of the adjust controller or waste hepatitis annually.  ||
Iter   4125/10000000, B4126, 13.2 Mt | Loss  1.647738, PPL      5.20  1.674737 | F  85.5 ms, B 213.0 ms | 10.65 Kt/s | O: d Biddle’s ship prepared for battle. When Andrew Doria came abre | P: ast Silence’s ship prepared for battle. When • D ticket came the  ||
Iter   4126/10000000, B4127, 13.2 Mt | Loss  2.053564, PPL      7.80  1.336414 | F  70.7 ms, B 223.4 ms | 10.79 Kt/s | O: g the perfect balance with indoor plant placement. Indoor plants | P: n creating the perfect balance with indoor energy merely. total,  ||
Iter   4127/10000000, B4128, 13.2 Mt | Loss  1.863368, PPL      6.45  1.395153 | F  86.5 ms, B 218.9 ms | 10.41 Kt/s | O:  microalgae from the aqueous phase at a separation efficiency of | P:  microal comm from the burst phase at a separation efficiency of  ||
Iter   4128/10000000, B4129, 13.2 Mt | Loss  1.600960, PPL      4.96  1.510448 | F  79.9 ms, B 240.5 ms | 9.87 Kt/s | O: ear their habitats. Their texture is granular and dry, while the | P:  near their habitats. Their texture is editorial and dry, while,  ||
Iter   4129/10000000, B4130, 13.2 Mt | Loss  1.908481, PPL      6.74  1.449101 | F  80.8 ms, B 224.9 ms | 10.40 Kt/s | O: ead aloud each number, symbol or operation key a user presses as | P: ing., readhell each number, symbol or operation key a user Lima,  ||
Iter   4130/10000000, B4131, 13.2 Mt | Loss  1.815253, PPL      6.14  1.479260 | F  79.7 ms, B 215.7 ms | 10.75 Kt/s | O: long-term issues.\nRest and Recovery Strategies\nAllow your body | P: nt long-term issues.\n scoring and row Strategies\n.net your the  ||
Iter   4131/10000000, B4132, 13.2 Mt | Loss  1.233960, PPL      3.43  1.829979 | F  76.2 ms, B 230.4 ms | 10.36 Kt/s | O: ors who only pollinate from one species of plant, Miner bees are | P: tors who only pollinate from one species of plant, barrier bees,  ||
Iter   4132/10000000, B4133, 13.2 Mt | Loss  1.498558, PPL      4.48  1.295979 | F  80.5 ms, B 210.7 ms | 10.92 Kt/s | O: racy skills that will help them when they finally begin to learn | P: iedacy skills that will help them when they finally begin to the  ||
Iter   4133/10000000, B4134, 13.2 Mt | Loss  2.011494, PPL      7.47  1.363155 | F  76.8 ms, B 235.4 ms | 10.19 Kt/s | O: efficiency and reduce heat transfer.\nThermal ceramic insulation | P: rgy efficiency and reduce heat transfer.\n metadata Way antigen,  ||
Iter   4134/10000000, B4135, 13.2 Mt | Loss  1.582228, PPL      4.87  1.385787 | F  79.7 ms, B 219.9 ms | 10.60 Kt/s | O: 0-acre infield that will allow for the testing of a multitude of | P:  widen infield that will allow for the testing of a multitude of  ||
Iter   4135/10000000, B4136, 13.2 Mt | Loss  1.720881, PPL      5.59  1.562486 | F  70.7 ms, B 255.0 ms | 9.76 Kt/s | O: hing this specific disability for 10 years and it's taken us the | P: ament this specific disability for 10 years and it's taken us to  ||
Iter   4136/10000000, B4137, 13.2 Mt | Loss  1.571733, PPL      4.81  1.498016 | F  73.0 ms, B 211.6 ms | 11.16 Kt/s | O: m the ground to control the spacecraft. Those plans changed when | P: gnals from the ground to control theita. Those plans changed the  ||
Iter   4137/10000000, B4138, 13.2 Mt | Loss  1.450860, PPL      4.27  1.675097 | F  79.4 ms, B 212.8 ms | 10.88 Kt/s | O: okeo, meaning “to appear.”\nThis heresy maintained a type of syn | P: ning “to appear.”\nThis her assumptions maintained a type of the  ||
Iter   4138/10000000, B4139, 13.2 Mt | Loss  1.468705, PPL      4.34  1.568205 | F  75.7 ms, B 228.3 ms | 10.45 Kt/s | O: ithin and without the Bible (see, for example, Hebrews 11:17–19; | P: xts within and without the Bible (see, for example,oot 11:17–19   ||
Iter   4139/10000000, B4140, 13.2 Mt | Loss  1.670780, PPL      5.32  1.494540 | F  82.1 ms, B 234.2 ms | 10.04 Kt/s | O: or opened based on a camera view of your face or a finger print? | P: ened based on a landscape view of your face or a finger print of  ||
Iter   4140/10000000, B4141, 13.2 Mt | Loss  2.147119, PPL      8.56  1.892868 | F  73.9 ms, B 231.4 ms | 10.40 Kt/s | O: entiality and integrity of their shared files.\nSecurely Sharing | P: oritize the3 and integrity of their shared files.\n ceramicly of  ||
Iter   4141/10000000, B4142, 13.3 Mt | Loss  2.180486, PPL      8.85  1.736535 | F  73.4 ms, B 227.6 ms | 10.55 Kt/s | O: ike and control an opponent”.\nThey also explain that while judo | P: to harm and control an opponentecThey also explain that while j.  ||
Iter   4142/10000000, B4143, 13.3 Mt | Loss  1.735980, PPL      5.67  1.981493 | F  76.2 ms, B 270.2 ms | 9.18 Kt/s | O: nces of skidding or hydroplaning. and possible accidents, needed | P: temperature Vector or droprojecting. and possible accidents, the  ||
Iter   4143/10000000, B4144, 13.3 Mt | Loss  1.480376, PPL      4.39  1.568371 | F  71.9 ms, B 233.8 ms | 10.40 Kt/s | O:  Income and educational attainment are particularly important in | P: ations. Cy and educational speaker are particularly important to  ||
Iter   4144/10000000, B4145, 13.3 Mt | Loss  1.653681, PPL      5.23  1.991483 | F  92.3 ms, B 226.6 ms | 9.97 Kt/s | O: als that might otherwise be lost to history.\nAs the Duke Center | P:  materials that might otherwise be lost to history.\nAs thepp of  ||
Iter   4145/10000000, B4146, 13.3 Mt | Loss  1.669269, PPL      5.31  1.489027 | F  84.7 ms, B 207.9 ms | 10.86 Kt/s | O: PU and the base of the cooler to remove any residue or debris.\n | P: the base of the cooler to remove any Measuring or fulfilling and  ||
Iter   4146/10000000, B4147, 13.3 Mt | Loss  1.418244, PPL      4.13  1.627579 | F  80.1 ms, B 236.1 ms | 10.06 Kt/s | O: gests limited benefits and possible harms of high-dose vitamin D | P: mited benefits and possible methodology of high Translation Imp,  ||
Iter   4147/10000000, B4148, 13.3 Mt | Loss  1.528993, PPL      4.61  1.542184 | F  82.3 ms, B 229.2 ms | 10.21 Kt/s | O:  than people with brown eyes.\n2. Trust worthiness – Researchers | P: etJohn old bees than people with brown eyes.\n2.Or worth roll –   ||
Iter   4148/10000000, B4149, 13.3 Mt | Loss  1.850317, PPL      6.36  1.372105 | F  84.6 ms, B 217.9 ms | 10.50 Kt/s | O: ors. There is no evidence that essential oils help night terrors | P:  Physors. There is no evidence that essentialTwo help night old,  ||
Iter   4149/10000000, B4150, 13.3 Mt | Loss  2.054099, PPL      7.80  1.504375 | F  76.7 ms, B 258.0 ms | 9.50 Kt/s | O: f American culture. We will go over the history behind Halloween | P: nt part of American culture. We will go over the history behind,  ||
Iter   4150/10000000, B4151, 13.3 Mt | Loss  2.138978, PPL      8.49  1.611394 | F  84.9 ms, B 231.9 ms | 10.03 Kt/s | O: es built by Sun MicrosystemsTM all have “SUNW” as the first four | P: built by Sun with commandments all have “itsu j” as the first of  ||
Iter   4151/10000000, B4152, 13.3 Mt | Loss  1.428819, PPL      4.17  1.544628 | F  77.5 ms, B 208.8 ms | 11.10 Kt/s | O: rs to create digital assignments and quizzes and share them with | P: enable to create digital visibility and Insights and share them,  ||
Iter   4152/10000000, B4153, 13.3 Mt | Loss  1.706310, PPL      5.51  1.462652 | F  79.6 ms, B 225.2 ms | 10.43 Kt/s | O: ways tricky for students to grasp, so take the time to review it | P: ays copy for students to assignment, so take the time to review,  ||
Iter   4153/10000000, B4154, 13.3 Mt | Loss  2.199960, PPL      9.02  1.447730 | F  76.4 ms, B 215.7 ms | 10.87 Kt/s | O: akes. These were probably sold to rich individuals who wanted to | P: f Duke. These were probably sold to rich individuals who wanted,  ||
Iter   4154/10000000, B4155, 13.3 Mt | Loss  1.411623, PPL      4.10  1.611787 | F  81.6 ms, B 208.0 ms | 10.97 Kt/s | O:  Liu and Cassee Cain, a pair of seniors at Oak Ridge High School | P:  Cheated avoiding, a file of opponent ateping corporations High-  ||
Iter   4155/10000000, B4156, 13.3 Mt | Loss  1.947722, PPL      7.01  1.332782 | F  79.0 ms, B 215.7 ms | 10.79 Kt/s | O: ical activity and linguistic interaction, but without the shared | P: hysical activity and indirectly interaction, but without the the  ||
Iter   4156/10000000, B4157, 13.3 Mt | Loss  1.979977, PPL      7.24  1.496202 | F  81.0 ms, B 272.4 ms | 8.99 Kt/s | O: dably usable room in suitably a brief amount of time. in view of | P: into a tire vocal room in is a brief amount of time. in view the  ||
Iter   4157/10000000, B4158, 13.3 Mt | Loss  2.374151, PPL     10.74  1.367279 | F  70.2 ms, B 212.9 ms | 11.21 Kt/s | O: e quality and performance of the boards meet the requirements.\n | P: e quality and performance of the boards meet the requirements of  ||
Iter   4158/10000000, B4159, 13.3 Mt | Loss  1.909425, PPL      6.75  1.476071 | F  75.0 ms, B 210.8 ms | 11.11 Kt/s | O: emplars were turned into the Knights of the Order of Christ, the | P: rt were were turned into the Halloween of thewith of Christ, the  ||
Iter   4159/10000000, B4160, 13.3 Mt | Loss  1.789071, PPL      5.98  1.334189 | F  75.6 ms, B 221.8 ms | 10.68 Kt/s | O: i-national teams of researchers are generating new knowledge and | P: ting governance teams of researchers are-speed new knowledge the  ||
Iter   4160/10000000, B4161, 13.3 Mt | Loss  1.715746, PPL      5.56  1.636932 | F  71.2 ms, B 210.8 ms | 11.22 Kt/s | O: will live with some symptoms for the rest of their lives.How You | P: will live with some symptoms for the rest of their language.How,  ||
Iter   4161/10000000, B4162, 13.3 Mt | Loss  2.138269, PPL      8.48  1.258806 | F  78.6 ms, B 226.7 ms | 10.40 Kt/s | O: f carnivorous plants native to Florida, including six species of | P:  equationsiv-go plants native to Florida, including six species,  ||
Iter   4162/10000000, B4163, 13.3 Mt | Loss  1.588023, PPL      4.89  1.297131 | F  80.2 ms, B 212.5 ms | 10.84 Kt/s | O: es in America offer distribution before `Eid if we can help them | P: ng in America offer distribution before caveEid if we can help a  ||
Iter   4163/10000000, B4164, 13.3 Mt | Loss  1.651912, PPL      5.22  1.374357 | F  67.3 ms, B 242.5 ms | 10.26 Kt/s | O: but does nothing for the adults still watching TV after 9pm.\nIt | P: othing for the adults still possibility TV after 9 seriously.\n1  ||
Iter   4164/10000000, B4165, 13.3 Mt | Loss  1.842638, PPL      6.31  1.213198 | F  66.6 ms, B 205.2 ms | 11.68 Kt/s | O: ry definition of the Global Anglican Communion of Churches? That | P: ciated with the very definition of the Global effecticy ofinta?,  ||
Iter   4165/10000000, B4166, 13.3 Mt | Loss  1.652797, PPL      5.22  1.541947 | F  80.7 ms, B 225.8 ms | 10.36 Kt/s | O: xpert in AI and robotics, told Tech Insider.\nOne of the biggest | P: pert in Ed and Ste, toldiling Chamber.\n guidelines of the world  ||
Iter   4166/10000000, B4167, 13.3 Mt | Loss  2.177511, PPL      8.82  1.516812 | F  70.7 ms, B 215.4 ms | 11.10 Kt/s | O: e. The conquest of Mecca, led by the Prophet Muhammad, also took | P: European. The UNESCO of Westernisk, led by the belts car, also a  ||
Iter   4167/10000000, B4168, 13.3 Mt | Loss  1.467259, PPL      4.34  1.518264 | F  73.5 ms, B 216.2 ms | 10.97 Kt/s | O: inbuilt. However, this could also be a disadvantage as there are | P:  in watershed. However, this could also be a positions as there,  ||
Iter   4168/10000000, B4169, 13.3 Mt | Loss  1.808251, PPL      6.10  1.595556 | F  72.0 ms, B 236.2 ms | 10.31 Kt/s | O: by deactivating or deleting their social media accounts, turning | P: y de footwearating or blessings their social media accounts, and  ||
Iter   4169/10000000, B4170, 13.3 Mt | Loss  1.870515, PPL      6.49  1.521015 | F  81.4 ms, B 241.7 ms | 9.84 Kt/s | O: lly upland region of the Moon, called the Fra Mauro highlands.\n | P: yand region of the Congress, called the Manuel acre high Church,  ||
Iter   4170/10000000, B4171, 13.3 Mt | Loss  1.496707, PPL      4.47  1.494080 | F  76.0 ms, B 249.3 ms | 9.78 Kt/s | O: , the COAG hopes to make meaningful progress towards closing the | P:  contracts hopes to make meaningful progress towards appreciate,  ||
Iter   4171/10000000, B4172, 13.3 Mt | Loss  1.506324, PPL      4.51  1.755469 | F  81.3 ms, B 227.0 ms | 10.31 Kt/s | O: ive), you can also make sure they are dry by patting them with a | P:  you can also make sure they are dry by praiseting them with the  ||
Iter   4172/10000000, B4173, 13.4 Mt | Loss  1.841129, PPL      6.30  1.466987 | F  72.8 ms, B 269.4 ms | 9.30 Kt/s | O: eed than would otherwise have been the case.\nIn comparison with | P: stop than would otherwise have been the case.\nIn comparison and  ||
